pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,gameNumber,server_changed,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
15-15,1-3,0-0,,1059339,,,27,,5,Ad,Gianluca Ballotta,Near,,,,,,,,,,-126.2674759,-512.1849245,Down the Line,Forehand,,,,,,,,,,-157.2868001,345.7484798773367,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,5,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
15-15,1-3,0-0,,1060839,1.0,1060839.0,27,,6,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-139.1259952,542.1990704284162,Down the Line,Backhand,,,,,,,,,,-72.88975831,241.81398184589432,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,5,False,,Ruining Huang,Ruining Huang,,,,Gianluca Ballotta,1,,,
30-15,1-3,0-0,1.0,1090010,,,28,,1,Ad,Gianluca Ballotta,Near,0.0,Body,103.6155785213813,246.56424431308344,,,,,,-67.20807633,-437.2172517,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,5,False,,Ruining Huang,Gianluca Ballotta,,,,,,Double Fault,,
30-15,1-3,0-0,,1090839,,,28,,2,Ad,Gianluca Ballotta,Near,,,,,,,,,,177.92577646534988,501.53032589650377,Crosscourt,Forehand,,,,,,,,,,-46.61487861,-245.7319226,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,5,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
30-15,1-3,0-0,,1092209,,,28,,3,Ad,Gianluca Ballotta,Near,,,,,,,,,,-116.8478675,-416.7927767,Down the Line,Forehand,,,,,,,,,,-49.08570101,415.5266294835999,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,5,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Deep
30-15,1-3,0-0,,1093510,,,28,,4,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-50.83593066,517.08014,Crosscourt,Backhand,,,,,,,,,,49.842465,-262.0123961,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,5,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
30-15,1-3,0-0,,1094910,,,28,,5,Deuce,Gianluca Ballotta,Near,,,,,,,,,,48.89221347329058,-524.7443898,Crosscourt,Forehand,,,,,,,,,,-92.33780074,364.0837106297331,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,5,False,,Ruining Huang,Gianluca Ballotta,1.0,,,,,,,Deep
30-15,1-3,0-0,,1096510,,,28,,6,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-118.044007,546.9836286086413,Crosscourt,Backhand,,,,,,,,,,55.951274059463664,-251.6806977,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,5,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
30-15,1-3,0-0,,1097859,1.0,1097859.0,28,,7,Deuce,Gianluca Ballotta,Near,,,,,,,,,,74.90822944003129,-529.8279637,Down the Line,Forehand,,,,,,,,,,71.31981080486254,-203.83014,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,5,False,,Ruining Huang,Gianluca Ballotta,,1.0,,Ruining Huang,1,,,
30-30,1-3,0-0,1.0,1123910,1.0,1123910.0,29,,1,Deuce,Gianluca Ballotta,Near,1.0,T,-16.68559164,210.58011811012747,,,,,1,22.614501312324276,-452.1817804,,,,,,,,,,,,,,1.0,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,5,False,,Ruining Huang,Gianluca Ballotta,,,,Gianluca Ballotta,,1st Serve In,T,
40-30,1-3,0-0,1.0,1149439,,,30,,1,Ad,Gianluca Ballotta,Near,1.0,Body,77.88809055114086,201.6778543306045,,,,,,-79.46852581,-452.676963,,,1.0,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,5,False,,Ruining Huang,Gianluca Ballotta,,,,,,1st Serve In,Body,
40-30,1-3,0-0,,1150209,,,30,,2,Ad,Gianluca Ballotta,Near,,,,,,,,,,103.0922627,450.0963255,Crosscourt,Forehand,,,,,,,,,,-124.4259186,-126.4010225,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,5,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
40-30,1-3,0-0,,1152359,,,30,,3,Ad,Gianluca Ballotta,Near,,,,,,,,,,-134.042383,-243.6515967,Down the Line,Forehand,1.0,,,,,,1,,,-77.10839895,399.86370844248813,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,5,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Deep
40-30,1-3,0-0,,1153410,1.0,1153410.0,30,,4,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-69.74990157,529.0415354327976,Down the Line,Backhand,,,,,,,,,,-22.1472605,230.8255741468624,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,5,False,,Ruining Huang,Ruining Huang,,,,Gianluca Ballotta,1,,,
0-0,1-4,0-0,1.0,1260439,,,31,,1,Deuce,Ruining Huang,Near,0.0,T,-32.61350066,-196.4384569,1.0,T,-28.150771,153.98342629038413,,37.43541666664733,-459.8465661,,,,,,,,,,,,,,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,1.0,6,True,,Gianluca Ballotta,Ruining Huang,,,,,,2nd Serve In,T,
0-0,1-4,0-0,,1269469,,,31,,2,Deuce,Ruining Huang,Near,,,,,,,,,,-64.03086177,508.70716316684127,Crosscourt,Forehand,,,,,,,,,,3.0156496062976546,-338.3090661,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,6,False,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Short
0-0,1-4,0-0,,1270839,,,31,,3,Ad,Ruining Huang,Near,,,,,,,,,,0.587543745,-523.2491962,Crosscourt,Forehand,,,,,,,,,,-20.85841535,176.53760389317213,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,6,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
0-0,1-4,0-0,,1272670,,,31,,4,Deuce,Ruining Huang,Near,,,,,,,,,,-29.60447288,526.0511865701569,Crosscourt,Forehand,,,,,,,,,,98.44672462812062,-261.2757273,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,6,False,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Short
0-0,1-4,0-0,,1274260,1.0,1274260.0,31,,5,Deuce,Ruining Huang,Near,,,,,,,,,,95.91542542,-461.3489939,Crosscourt,Backhand,,,,,,,,,,-185.6506562,332.83377077848064,,,1.0,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,6,False,,Gianluca Ballotta,Ruining Huang,,,,Gianluca Ballotta,1,,,
0-15,1-4,0-0,1.0,1300439,,,32,,1,Ad,Ruining Huang,Near,0.0,T,27.174797681525767,-243.0400153,1.0,T,36.897134733139296,158.86700568670713,,-54.79815726,-469.2231518,,,,,,,,,,,,,,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,6,False,,Gianluca Ballotta,Ruining Huang,,,,,,2nd Serve In,T,
0-15,1-4,0-0,,1309439,,,32,,2,Ad,Ruining Huang,Near,,,,,,,,,,86.27155511806568,462.0577209096475,Crosscourt,Forehand,,,,,,,,,,-121.2217192,-434.2651028,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,6,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
0-15,1-4,0-0,,1310739,,,32,,3,Ad,Ruining Huang,Near,,,,,,,,,,-154.3020013,-519.3617618,Down the Line,Forehand,,,,,,,,,,-84.49127843,167.41926946623016,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,6,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
0-15,1-4,0-0,,1312569,,,32,,4,Deuce,Ruining Huang,Near,,,,,,,,,,-49.19122922,514.6878608921226,Crosscourt,Forehand,,,,,,,,,,120.50828412067266,-379.2594105,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,6,False,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Deep
0-15,1-4,0-0,,1314060,,,32,,5,Deuce,Ruining Huang,Near,,,,,,,,,,148.62031933500634,-540.2942038,Crosscourt,Backhand,,,,,,,,,,-38.38861549,174.16940069982255,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,6,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
0-15,1-4,0-0,,1315010,,,32,,6,Deuce,Ruining Huang,Near,,,,,,,,,,-38.38861549,220.43753280828503,Down the Line,,1.0,1.0,,,,,1,,,-131.0313648,-241.095035,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,6,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-15,1-4,0-0,,1316709,1.0,1316709.0,32,,7,Ad,Ruining Huang,Near,,,,,,,,,,-137.2570319,-334.8572561,Down the Line,Forehand,,,,,,,,,,-79.57493438,458.5253772963511,,,,,1.0,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,6,False,,Gianluca Ballotta,Ruining Huang,,,,Gianluca Ballotta,1,,,Long
0-30,1-4,0-0,1.0,1368270,,,33,,1,Deuce,Ruining Huang,Near,0.0,T,18.23176946630729,-240.5473371,1.0,Wide,-126.8202264,236.83153433933524,,31.679019028855024,-452.3686461,,,1.0,,,,,,,,,,,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,6,False,,Gianluca Ballotta,Ruining Huang,,,,,,2nd Serve In,Wide,
0-30,1-4,0-0,,1381859,,,33,,2,Deuce,Ruining Huang,Near,,,,,,,,,,-147.3494259,468.03841863492875,Down the Line,Forehand,,,,,,,,,,-62.4305993,-435.2382437,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,6,False,,Gianluca Ballotta,Gianluca Ballotta,,1.0,,,,,,Deep
0-30,1-4,0-0,,1383209,,,33,,3,Ad,Ruining Huang,Near,,,,,,,,,,-68.74062773,-473.6094051,Down the Line,Forehand,,,,,,,,,,-14.69039261,388.5101815396068,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,6,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Deep
0-30,1-4,0-0,,1385010,,,33,,4,Deuce,Ruining Huang,Near,,,,,,,,,,-15.88622594,494.35348862616627,Crosscourt,Forehand,,,,,,,,,,47.89805883637071,-426.1253445,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,6,False,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Deep
0-30,1-4,0-0,,1386239,,,33,,5,Deuce,Ruining Huang,Near,,,,,,,,,,59.39581146103668,-547.1720254,Crosscourt,Backhand,,,,,,,,,,-52.45812555,419.1639654416032,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,6,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Deep
0-30,1-4,0-0,,1387439,,,33,,6,Deuce,Ruining Huang,Near,,,,,,,,,,-41.19206037,477.6075349953788,Crosscourt,Forehand,,,,,,,,,,37.19844706909714,-287.080993,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,6,False,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Short
0-30,1-4,0-0,,1389010,1.0,1389010.0,33,,7,Deuce,Ruining Huang,Near,,,,,,,,,,51.13498468938741,-508.2974519,Crosscourt,Backhand,,,,,,,,,,-53.9757874,-5.550546807,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,6,False,,Gianluca Ballotta,Ruining Huang,,,,Gianluca Ballotta,1,,,
0-40,1-4,0-0,1.0,1419810,,,34,1.0,1,Ad,Ruining Huang,Near,0.0,T,52.321823053341305,453.66384514412255,1.0,T,44.35484470688873,169.37301509177595,,-41.30421041,-446.6684766,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,6,False,,Gianluca Ballotta,Ruining Huang,,,,,,2nd Serve In,T,
0-40,1-4,0-0,,1429969,,,34,1.0,2,Ad,Ruining Huang,Near,,,,,,,,,,77.59956255464057,471.6268372700975,Down the Line,Forehand,,,,,,,,,,97.30313867011596,-242.4654856,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,6,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
0-40,1-4,0-0,,1431469,,,34,1.0,3,Deuce,Ruining Huang,Near,,,,,,,,,,86.64536307957029,-502.9148239,Crosscourt,Backhand,,,,,,,,,,-93.99394685,307.77979549415414,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,6,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
0-40,1-4,0-0,,1432869,,,34,1.0,4,Deuce,Ruining Huang,Near,,,,,,,,,,-139.2755031,507.5110236,Down the Line,Backhand,,,,,,,,,,-89.98881234,-366.1375492,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,6,False,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
0-40,1-4,0-0,,1434199,,,34,1.0,5,Ad,Ruining Huang,Near,,,,,,,,,,-85.00066164,-525.9405293,Crosscourt,Forehand,,,,,,,,,,80.69099956,324.4044892824221,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,6,False,,Gianluca Ballotta,Ruining Huang,,,,,,,,Short
0-40,1-4,0-0,,1435599,1.0,1435599.0,34,1.0,6,Ad,Ruining Huang,Near,,,,,,,,,,103.69033245838914,516.4820702097069,Crosscourt,Forehand,,,,,,,,,,-157.0908246,-352.8319991,1.0,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,6,False,,Gianluca Ballotta,Gianluca Ballotta,,,,Gianluca Ballotta,,,,Deep
0-0,1-5,0-0,1.0,1461439,,,35,,1,Deuce,Gianluca Ballotta,Far,1.0,Wide,114.17708880134084,-199.7774278,,,,,,-0.801891951,449.4982556865569,,,1.0,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,7,True,,Ruining Huang,Gianluca Ballotta,,,,,,1st Serve In,Wide,
0-0,1-5,0-0,,1462369,,,35,,2,Deuce,Gianluca Ballotta,Far,,,,,,,,,,156.0962106298406,-489.1592192,Down the Line,Backhand,,,,,,,,,,83.70060148727084,372.8121609796849,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Deep
0-0,1-5,0-0,,1465300,,,35,,3,Ad,Gianluca Ballotta,Far,,,,,,,,,,99.27958223966874,527.2473261152131,Crosscourt,Forehand,,,,,,,,,,-77.62895888,-270.3048392,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
0-0,1-5,0-0,,1466849,,,35,,4,Ad,Gianluca Ballotta,Far,,,,,,,,,,-122.4547955,-537.303855,Down the Line,Forehand,,,,,,,,,,-34.63377078,452.28704068218104,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Deep
0-0,1-5,0-0,,1468540,1.0,1468540.0,35,,5,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-18.54016295,465.64613954481626,Down the Line,Forehand,,,,,,,,,,-116.9795002,-403.4956474,1.0,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Gianluca Ballotta,,1.0,,Gianluca Ballotta,,,,Deep
15-0,1-5,0-0,1.0,1496439,,,36,,1,Ad,Gianluca Ballotta,Far,1.0,Body,-62.8295549,-163.6237752,,,,,,73.18877405945476,496.14769794375064,,,1.0,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,1st Serve In,Body,
15-0,1-5,0-0,,1497650,1.0,1497650.0,36,,2,Ad,Gianluca Ballotta,Far,,,,,,,,,,-139.4250109,-513.6800798,Crosscourt,Backhand,,,,,,,,,,25.10025153104565,-112.7828303,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,1.0,,,Gianluca Ballotta,1,,,
30-0,1-5,0-0,1.0,1516000,,,37,,1,Deuce,Gianluca Ballotta,Far,1.0,Wide,121.57076224840614,-116.9801892,,,,,,-6.209629265,426.7716043304881,,,1.0,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,1st Serve In,Wide,
30-0,1-5,0-0,,1517150,,,37,,2,Deuce,Gianluca Ballotta,Far,,,,,,,,,,173.44023403315626,-482.5804517,Down the Line,Backhand,,,,,,,,,,71.56566054239522,342.15049212580743,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
30-0,1-5,0-0,,1518739,,,37,,3,Ad,Gianluca Ballotta,Far,,,,,,,,,,39.77162073488759,475.21525590526625,Crosscourt,Forehand,,,,,,,,,,-80.7304626,-425.5037347,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Deep
30-0,1-5,0-0,,1519949,,,37,,4,Ad,Gianluca Ballotta,Far,,,,,,,,,,-97.1863189,-532.8183508,Down the Line,Forehand,,,,,,,,,,-115.3716973,427.2605096235763,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Deep
30-0,1-5,0-0,,1521650,,,37,,5,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-96.96205709,521.8646981624601,Crosscourt,Backhand,,,,,,,,,,100.42309164474251,-322.9843176,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
30-0,1-5,0-0,,1523349,,,37,,6,Deuce,Gianluca Ballotta,Far,,,,,,,,,,135.46278433938758,-528.3328084,Crosscourt,Backhand,,,,,,,,,,-57.45798885,308.0613954504096,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
30-0,1-5,0-0,,1524670,1.0,1524670.0,37,,7,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-87.91625656,511.09944225695375,Down the Line,Forehand,,,,,,,,,,-100.176706,0.4301509186349685,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Gianluca Ballotta,,1.0,,Ruining Huang,1,,,
30-15,1-5,0-0,1.0,1551069,,,38,,1,Ad,Gianluca Ballotta,Far,0.0,T,-27.73547135,19.269329615038163,1.0,T,-47.52945647,-205.3586724,,41.82748797023211,446.50790682391624,,,1.0,,,,,,,,,,,,,,1.0,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,2nd Serve In,T,
30-15,1-5,0-0,,1572800,,,38,,2,Ad,Gianluca Ballotta,Far,,,,,,,,,,-91.5046752,-539.6961341,Crosscourt,Backhand,,,,,,,,,,163.68306539799067,305.88690944866084,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,1.0,,,,,,,
30-15,1-5,0-0,,1574650,,,38,,3,Ad,Gianluca Ballotta,Far,,,,,,,,,,177.92577646534988,503.92260498661625,Crosscourt,Forehand,,,,,,,,,,-140.0858541,-316.6937719,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
30-15,1-5,0-0,,1576050,,,38,,4,Ad,Gianluca Ballotta,Far,,,,,,,,,,-167.6090442,-475.7026684,Down the Line,Forehand,,,,,,,,,,-49.07092629,356.23535104968465,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Deep
30-15,1-5,0-0,,1577400,,,38,,5,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-17.47485236,501.53032589650377,Down the Line,Backhand,,,,,,,,,,-52.54566382,-334.6635772,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
30-15,1-5,0-0,,1579400,,,38,,6,Ad,Gianluca Ballotta,Far,,,,,,,,,,-59.84437336,-454.1721566,Crosscourt,Forehand,,,,,,,,,,105.8691437007327,363.6507272526555,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Deep
30-15,1-5,0-0,,1580699,,,38,,7,Ad,Gianluca Ballotta,Far,,,,,,,,,,140.47164260710153,552.9643263339225,Crosscourt,Forehand,,,,,,,,,,-98.30219269,-430.32611,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Deep
30-15,1-5,0-0,,1582069,,,38,,8,Ad,Gianluca Ballotta,Far,,,,,,,,,,-123.725689,-536.4067695,Down the Line,Forehand,,,,,,,,,,-68.74694335,316.43540573037023,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
30-15,1-5,0-0,,1583750,,,38,,9,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-41.45371829,518.2762795272913,Crosscourt,Backhand,,,,,,,,,,55.68345363076738,-238.3421533,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,,,Short
30-15,1-5,0-0,,1585270,,,38,,10,Deuce,Gianluca Ballotta,Far,,,,,,,,,,71.31981080486254,-506.5032426,Crosscourt,Backhand,,,,,,,,,,-73.07666229,255.4544127295269,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,1.0,,,7,False,,Ruining Huang,Ruining Huang,,,,,,,,Short
30-15,1-5,0-0,,1587939,1.0,1587939.0,38,,11,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-142.6396216,414.2121391073975,Down the Line,Backhand,,,,,,,,,,-58.72693023,-543.1596183,,,,,1.0,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Gianluca Ballotta,,,,Ruining Huang,1,,,Long
30-30,1-5,0-0,1.0,1620569,,,39,,1,Deuce,Gianluca Ballotta,Far,1.0,T,24.58202646542912,-168.4647911,,,,,,2.2381014873129295,421.9870461502631,,,,,,,,,,,,,,,,,,,UCLA,1/17/25,,,,,,UC Irvine,Gianluca Ballotta,Ruining Huang,Left,Left,,Hard,,,1.0,,7,False,,Ruining Huang,Gianluca Ballotta,,,,,,1st Serve In,T,
